date,btc_open,btc_close,btc_volume,nasdaq_close,dji_close,sp_close,oil_close,gold_close,compound,positive,negative,neutral,tweet
2021-04-28,55036.636719,54824.703125,48000572955,14051.0302734375,33820.3984375,4183.18017578125,63.86000061035156,1773.199951171875,0.963,0.165,0.07,0.765,they have an important role to play in protecting the public from getting swindled but are sometimes too close to wall st hedge funds imo strange that they arentaking more action on some of the spacsfcc is fair amp sensible nhtsa amp faa too 99 9 of the timeagree with regulators on rare occasions we disagree this is almost always due to new technologies that past regulations didnanticipatetesting header tanks all good so faryesyupother companies spend money on advertising amp manipulating public opinion tesla focuses on the producttrust the peopleromeo juliet fish tank scenedid my heart love till now forswear it sight forne er saw true beauty till this nightthe dogefather snl may 80 so farstarship is literally more pointy because of that movie hahacooli find it more helpful to read follow individual journalists rather than publications any given publication is going to have wide range of views albeit vast majority of stories about any subject are negative perhaps reflecting innate human biases citizen journalism ftw
2021-04-29,54858.089844,53555.109375,46088929780,14082.5498046875,34060.3984375,4211.47021484375,65.01000213623047,1768.0999755859375,0.8176,0.11,0.0,0.89,probably two weeksmight be something there hahabest selling by revenue in 2022 possibly by unit volume in 2023sorrygood technical analysisyesgating factor is achieving amp proving higher safety with pure vision than with vision radar we are almost there fsd beta v9 0 will blow your mindand hopefully eu this summerhopefully later this year for several more states insurance is different for almost every state in america amp regulatory approvals take timeprobablyfew months there are many subtle differences between us amp canada drivingexactly
2021-05-10,58250.871094,55859.796875,71776546298,13401.8603515625,34742.80078125,4188.43017578125,64.91999816894531,1837.5,0.6369,0.13,0.0,0.87,hahai love dieterchad saves marsspacex launching satellite doge 1 to the moon next year mission paid for in doge 1st crypto in space 1st meme in space to the mooooonnnabsolutely
2021-05-11,55847.242188,56704.574219,61308396325,13389.4296875,34269.19921875,4152.10009765625,65.27999877929688,1835.9000244140625,0.9136,0.432,0.0,0.568,thanks again to cast writers amp crew honor amp pleasure to do the show with yousnl monologueexactlydo you want tesla to accept dogegeil
2021-05-13,49735.433594,49716.191406,96721152926,13124.990234375,34021.3984375,4112.5,63.81999969482422,1823.800048828125,0.0,0.0,0.0,1.0,tesla amp bitcoinenergy usage trend over past few months is insanehaha
2021-05-14,49682.980469,49880.535156,55737497453,13429.98046875,34382.1015625,4173.85009765625,65.37000274658203,1837.9000244140625,0.9774,0.241,0.015,0.745,locating ground stations at data centers will significantly improve latency amp jitter data can go from user terminal to server without touching the internetit is high time there wascarbon taxto be clearstrongly believe in crypto but it candrivemassive increase in fossil fuel use especially coali havelot of respect for anyone who ships useful product at scale it is insanely hard workwe need to make sure ship wonbreak up on reentry hence deorbit over pacificas always3 4 of the way around the earthworking with doge devs to improve system transaction efficiency potentially promising
2021-05-17,46415.898438,43537.511719,74903638450,13379.0498046875,34327.80078125,4163.2900390625,66.2699966430664,1867.5,0.0,0.0,0.0,1.0,to clarify speculation tesla has not sold any bitcoinhallelujah
2021-05-20,36753.667969,40782.738281,88281943359,13535.740234375,34084.1015625,4159.1201171875,62.04999923706055,1881.800048828125,0.8335,0.102,0.058,0.84,diess is right hydrogen isstaggeringly dumb form of energy storage for cars barely worth considering it forrocket upper stage which is its most compelling uselikewisehave attention surplus disorder hahaproduction article will look different bettercongrats to on embracing an electric futurethis is howimagine most theaters are these days hahatesla modelplaid delivery event june 3 at our california factory fastest production car ever 0 to 60mph in under 2 secshow much is that doge in the windowthat is my gaming laptop which has never hadsticker until nowyeahhavenamp wonsell any dogesurecurrency is already digital decentralized crypto is an attempt to wrest power of currency dilution pernicious form of taxation amp capital controls from governments that saidsure hope the cure is better than the disease mars ai are essential to passing the great filter sworth readinggood ideait will have high pressure air rocket thrusters behindlicense plate that flips down bong james bongoh sorry yes roadster will have thrusters not plaid plaid is indeed close to the theoretical maximum ofroadworthy car without special devicesa longtime tesla supporter gave me the doge dollar sticker at giga berlines wurde mir in deutschland gegeben
2021-05-21,40596.949219,37304.691406,82051616861,13470.990234375,34207.80078125,4155.85986328125,63.58000183105469,1876.699951171875,0.9922,0.232,0.043,0.724,yes with the spacex rocket thruster option package it will be safe but very intense probably not wise for those withmedical condition same ashardcore roller coasterbitcoin hashing aka mining energy usage is starting to exceed that of medium sized countries almost impossible for small hashers to succeed without those massive economies of scaleideally 0 1kwh calculated as total energy used by system divided by max transaction rateachieving truly decentralized finance power to the people isnoble amp important goal layer count depends on projected bandwidth amp compute both rising rapidly which means single layer network can carry all human transactions in future imo for now lightning is neededwe canwait to build this crazy truck ita total rethink of vehicle mechanical architecture amp production methods so super hard project but worthwhile in the endthis will actually be able to fly very brieflyalways laughed at flying cars amp now making one fate irony hahawowi agree that this can be done over time but recent extreme energy usage growth could not possibly have been done so fast with renewables this question is easily resolved if the top 10 hashing orgs just post audited numbers of renewable energy vs not
2021-05-24,34700.363281,38705.980469,67359584098,13661.169921875,34394.0,4197.0498046875,66.05000305175781,1884.5999755859373,0.5106,0.162,0.064,0.774,he fears thespoke with north american bitcoin miners they committed to publish current amp planned renewable usage amp to ask miners ww to do so potentially promisingif youlike to help develop doge please submit ideas on github amp
2021-05-25,38795.78125,38402.222656,56211915803,13657.169921875,34312.5,4188.1298828125,66.06999969482422,1898.0999755859373,0.875,0.263,0.0,0.737,someone suggested changing dogecoin fees based on phases of the moon which is pretty awesome hahathey told me they would appreciate helpdoge has dogs amp memes whereas the others do not
2021-05-26,38392.625,39294.199219,51346735160,13738.0,34323.1015625,4195.990234375,66.20999908447266,1901.300048828125,-0.3469,0.057,0.07,0.872,lot of plumbingexactlypure vision autopilot is now rolling out in north america there will be an update of this production release in 2 weeks then fsd beta v9 0 also pure visionweek later fsd subscription will be enabled around the same timedeep thotsaiming to have hot gas thrusters on booster for first orbital flightif only they had spaceships theystill be aroundthey are now the same lox below ch4 ox is 3 5 times heavier than fuel so makes sense to have it loweryupnot sure who wrote this but itaccurateplease note dogecoin has no formal organization amp no one reports to me so my ability to take action is limited
2021-07-01,35035.984375,33572.117188,37838957079,14522.3798828125,34633.5,4319.93994140625,75.2300033569336,1775.9000244140625,0.9775,0.107,0.058,0.835,we ve already donelot of iteration on ship for rapid reusability booster must return to launchpad so inert mass impacts ascent boostback amp landing burns triple whammy also booster flight rate is 5x that of ship so multiple mass cost by 5impressivethe economic prosperity that china has achieved is truly amazing especially in infrastructureencourage people to visit and see for themselvessorry for any confusion dojo isneural network training computer optimized for video for self driving unless there ispredictable pattern to hashing scrypt which we will not attempt to find it will not be competitive with asic based hashing potatoes are deliciousi do live in50k house but not this specific oneyeah but dogz rūlthen why were taxpayers forced to overpay for ulaula would be dead asdoornail without the two launch provider dod requirement if this is not true then you wonhaveproblem removing it your parent company lockheed darkened the skies with lobbyists to ensure35 was single source seemslittle inconsistentyeahwork needed between flights is less amp less as shown by shortening time between reflights required work between flights for starship amp super heavy is zeroyou should notice several other improvementsrapidly reusable rocketsr rof course you cantake that literally he meant the whole dairy industrysuper heavy on road amp 7th tower segment addednow this sort of nonsense happens all the time with government contracts amp everyone knows it however in this case it is money diverted from making life multiplanetary which is the goal of spacex vs the ula goal of maximizing dividends to lockheed amp boeing not okitlike looking inmirrorcwhat are we doing wrong at spacex you probably have some good ideas the fundamental optimization for making life multiplanetary amp backing up the biosphere is cost per ton to the surface of mars what system achieves that bestyeah had great poutine in montreal does feel like your life expectancy is dropping in real time as you eat it but awesome nonethelessrelease the dogeonce you have rapidly reusable rockets of sufficient size to carry gt 100 tons of payload it is not clear that cost per ton to orbit moon mars improves withlarger rocket aircraft for example have moved away from 747 a380 to 777 which has 100 tons of payloadbaby doge doo doo doo doo doo baby doge doo doo doo doo doo baby doge doo doo doo doo doo baby dogemillion tons to mars requiresr rwill look pretty wild withship on topdoubling diameter increases mass 4x but difficulty of simultaneously building amp launching rocket of that size is gt gt 4x in retrospect lt 9m diameter for starship might have been wise current size is 5200 ton stack mass amp 7500 tonthrust which is more than double saturn vstop gendering memesmean mimessuper heavy moves tomorrow
2021-07-02,33549.601563,33897.046875,38728974942,14639.330078125,34786.30078125,4352.33984375,75.16000366210938,1782.5999755859375,-0.8047,0.048,0.095,0.858,when we need strange training examples eg halfcar on highway tesla sim delivers also accidents on autopilot are becoming rarer so we need more close call examples for safety tests autopilot sees dummy far away emergency braking only needed for distracted driverswhat is not well understood is that ula still hasmonopoly carve out for us government launches for which spacex is not allowed to compete costing the taxpayer twice as much per launch than it should this is obviously not real competitionyour company said the exact opposite in 2014 when it gotsole source uncompeted 11b dod launch contract in any event expendable rockets are as relevant to the future as expendable aircraft rapidly reusable rockets are all that matterbutguessshould take my own advice amp just work on saving the thingsloveyeah itnext level amp will just keep getting better with more training data from fleet tesla sim team is also crushing itbut canpay in dogewow 14 years agosure we can show them live eerily realistic maybe we should makegamemight worktrueyeah main story line is not that long played at max difficulty no aim assist so didnsoftball it razor fight was insanely difficultcongrats tesla team on over 200 000 car built amp delivered in q2 despite many challengesdead space 2 was greatthese daysmostly just play polytopia which comes free with every tesla
2021-07-09,32861.671875,33798.011719,27436021028,14701.919921875,34870.19921875,4369.5498046875,74.55999755859375,1810.0,0.969,0.162,0.081,0.757,but also thishahacartesian dueliststhisi can sometimes be optimistic about scheduleskinda truethis sounds like it has potential to go wrong ampm not referring to reusing codetropic thunder is so goodthat is the impression that some have traveling to another planet amp buildingself sustaining city is not for the faint of heart consider the sad case of chad ripbtc amp eth are pursuingmultilayer transaction system but base layer transaction rate is slow amp transaction cost is high there is merit imo to doge maximizing base layer transaction rate amp minimizing transaction cost with exchanges acting as the de facto secondary layermaybe that movie gaslit us allsanskrit is ancient amp amazing but archaic sumerian is generally agreed to be oldest written language as for what was first spoken ithard to say as no one wrote it down so much history has been lost due to lack of writing on something durablehard to beat the great pyramidrunning preproduction software is both work amp fun beta list was in stasis as we had many known issues to fix beta 9 addresses most known issues but there will be unknown issues so please be paranoid safety is always top priority at teslasighyeslistening to history of english podcastgas lit by gas light
2021-07-13,33125.46875,32702.025391,19120856669,14677.650390625,34888.80078125,4369.2099609375,75.25,1809.4000244140625,0.9393,0.257,0.057,0.686,interesting ideacorporate speak is human ambienopphaha buzz corp made of buzzwordsnot yet but they will itneeded for full self drivingmaybe if it seesshiba inu the car rendersdogecointhose who attack space maybe donrealize that space represents hope for so many peopleittrueistoddler hodler never once has he said sellloki is pretty good basically live action withlong romance ark
2021-07-29,39995.453125,40008.421875,27167146027,14778.259765625,35084.5,4419.14990234375,73.62000274658203,1831.199951171875,0.9813,0.178,0.029,0.793,so many tubesraptor v2 0 ismajor improvement in simplication while also increasing thrust from 185 tons to 230 tons long term goal is engine cost below 1000 ton of thrustyeahwe donhave that many bitcoin but itcloseat this point just count atoms amp dispense with nmthese guys are either shady or bothmean seriously therea long list of companies to pick on before teslahaha okwill do the tesla shareholder meeting inposh british accentnicetesla ai day august 19thdojo is designed for nn training no emulation neededconvincing the best ai talent to join tesla is the sole goaltrueand thatjust the primary fuel lines the maze of secondary plumbing amp wiring is our greatest concernyeah spacex team is cranking hardi mean of coursecongratulationsfeels so long agohaha truetalked to my friends about electric cars constantly in collegecongratscompleting feed system for 29 raptor rocket engines on super heavy booster
2021-07-30,40027.484375,42235.546875,33072782960,14672.6796875,34935.5,4395.259765625,73.94999694824219,1812.5999755859373,-0.7803,0.033,0.077,0.89,exactlyprometheus unboundupmass is what matters one starship will lift what all falcons did in q2 onsingle flightmass to orbit is the fundamental metric for making life multiplanetarywe arepattern of ancient atomsthis should be clear to anyone who has experienced the fsd beta evolution self driving requires solvingmajor part of real world ai so itan insanely hard problem but tesla is getting it done ai day will be greata lotindeed there are some giant mosquitoes around herehahaonly thing beyond ludicrous is plaidmaximum set of possible future actionshiggins managed to make his book both false and boringcook amphave never spoken or written to each other ever there waspoint whererequested to meet with cook to talk about apple buying tesla there were no conditions of acquisition proposed whatsoever he refused to meet tesla was worth about 6 of todayvalueapple app store fees arede facto global tax on the internet epic is rightgaowow
2021-08-05,39744.515625,40869.554688,35185031017,14895.1201171875,35064.30078125,4429.10009765625,69.08999633789062,1805.0999755859373,0.9759,0.219,0.086,0.695,yeah they re all good butparticularly liked his biography of ben franklinmoving rocket to orbital launch padmechazilla will do this for future rockets but itnot quite ready yetif you re curious about tesla spacex amp my general goings on is writingbiographymaybe one dayi have great admiration for johnengineering ability what he did with armadillo was incredibleve tried to convince him many times to join spacex but he has always declined sighyeah seems odd that tesla wasninvitedit would be an honor to have you visit starbasethat was funwas operating on limited sleep amp serious back pain so not at my best itawesome that you know so much about how rockets work amp their development history am happy to do another factory tour inmonth or two and talk about whatchanged since last timeaiming to stack ship on booster todaymakes senseheshadowed me for several days so far
2021-08-24,49562.347656,47706.117188,35361168834,15019.7998046875,35366.30078125,4486.22998046875,67.54000091552734,1805.5999755859373,0.2714,0.054,0.044,0.903,there isprofound difference between single planet amp multiplanet species if we are able to visit other stars one day we may discover many long dead single planet civilizationsthe guns of augustnine rings for mortal menitbasically the plot of fallout new vegasnow servingour license applications are pending in many more countries hoping to serve earth soonfsd beta 9 2 is actually not great imo but autopilot ai team is rallying to improve as fast as possible we re trying to havesingle stack for both highway amp city streets but it requires massive nn retrainingancient dogesnopejust drove fsd beta 9 3 from pasadena to lax much improved100k terminals shipped
2021-08-30,48834.851563,47054.984375,31847007016,15265.8896484375,35399.80078125,4528.7900390625,69.20999908447266,1809.0,0.5619,0.083,0.049,0.869,importantexactlythe beauty of physics truthi added the archangel 12 part and obviously havefondness for the letter xgood to see you amp at starbasedoffs110kbooster has 2 pins for lifting amp catching although maybe itbetter to modify grid fins to take more load something will need to flip out from leeward side of top of ship to do same there maybe itpart of fwd flaps but prob not diff solutions for diff load pathsspacex will try to catch largest ever flying object with robot chopsticks success is not guaranteed but excitement istank treads on the armsstage zerohopefully first try with booster 5
